776950,True,4
1386750,True,4
3468650,False,4
1845670,True,4
2062430,True,4
2251400,True,4
2359120,True,4
1710820,True,4
2447980,False,4
2481640,True,4
2506530,True,4
1900250,True,4
2653470,True,4
2743460,True,4
2753620,True,4
2800900,True,4
2847740,True,4
2891020,True,4
2960490,True,4
3005930,True,4
3043580,True,4
3043940,False,4
3045200,False,4
3236710,True,4
3255860,True,4
3265060,True,4
3341650,False,4
3362960,True,4
3363560,True,4
3408380,True,4
3412620,True,4
3548580,True,4
3559590,True,4
3771390,True,4
3862670,True,4
4078590,True,4
3772240,True,4
3543890,True,4
2280430,True,4
2325920,True,4
2781620,True,4
2479650,True,4
3933550,True,4
2350790,True,4
2159270,False,4
3708030,True,4
3831120,True,4
2990510,True,4
2934220,True,4
2458610,True,4
3798490,True,4
2469230,True,4
3609750,True,4
3151760,True,4
2179370,True,4
3618880,True,4
1903230,True,4
2294520,True,4
2767660,True,4
3517540,True,4
1979530,True,4
3874660,True,4
9180,False,3
10100,False,3
10110,False,3
10130,False,3
12500,False,3
15130,True,3
15300,False,3
19680,False,3
23310,False,3
24420,False,3
24880,False,3
25830,False,3
31100,False,3
32800,False,3
35000,False,3
41500,False,3
42680,False,3
43190,False,3
47790,True,3
49470,False,3
97330,False,3
98800,False,3
102810,False,3
110800,False,3
115800,True,3
200900,False,3
203510,False,3
204030,True,3
205190,False,3
214950,False,3
221180,False,3
224820,False,3
226820,False,3
228300,True,3
228360,False,3
230820,True,3
231040,True,3
234190,False,3
237110,False,3
238910,False,3
240440,False,3
241260,True,3
247350,False,3
249330,False,3
250260,False,3
251110,False,3
251230,False,3
252550,False,3
252870,False,3
253430,False,3
253750,False,3
253840,False,3
255320,True,3
255390,False,3
257690,False,3
264160,False,3
264690,False,3
265470,True,3
268130,False,3
269950,False,3
274700,False,3
277390,False,3
277700,True,3
279480,False,3
281860,False,3
284450,True,3
285820,False,3
287310,False,3
287630,False,3
288120,False,3
290100,True,3
295750,False,3
297590,True,3
297860,False,3
299400,False,3
301280,True,3
302810,True,3
302970,False,3
306020,False,3
307640,False,3
307960,True,3
310740,False,3
311800,False,3
312370,False,3
314650,True,3
315840,False,3
317710,False,3
322170,False,3
322520,True,3
324080,False,3
325930,False,3
326840,True,3
329070,False,3
330820,False,3
331480,True,3
331670,False,3
332570,False,3
333640,False,3
335000,False,3
335620,False,3
336140,False,3
336240,True,3
337320,True,3
337760,False,3
341550,False,3
342610,True,3
343780,False,3
344770,True,3
346970,False,3
348040,False,3
348300,False,3
349250,False,3
350910,False,3
350970,True,3
351700,False,3
351990,False,3
355170,False,3
356400,True,3
357340,False,3
358830,False,3
361040,False,3
363130,True,3
364510,False,3
365870,False,3
368370,False,3
368570,True,3
372360,False,3
374570,False,3
375450,True,3
376520,False,3
378690,True,3
378720,False,3
384280,False,3
384630,False,3
388800,True,3
389170,False,3
389510,True,3
392470,False,3
395620,False,3
395850,False,3
396640,False,3
400020,False,3
400940,True,3
402120,False,3
403780,False,3
404680,True,3
404820,False,3
406130,False,3
406150,True,3
406550,False,3
409450,False,3
410340,False,3
411000,False,3
411960,False,3
412740,False,3
414870,False,3
416830,True,3
417290,True,3
425070,False,3
426790,False,3
427100,True,3
427240,True,3
434050,False,3
434660,True,3
435800,False,3
436390,False,3
438130,False,3
438150,False,3
438320,True,3
440310,False,3
441280,False,3
446560,True,3
448290,False,3
450170,False,3
450540,False,3
452540,False,3
454140,True,3
454250,True,3
454530,False,3
455820,True,3
457480,False,3
457680,True,3
458430,True,3
459350,True,3
460340,False,3
460700,False,3
464360,False,3
471570,False,3
481180,False,3
481510,False,3
482400,True,3
485980,True,3
486860,True,3
487160,False,3
488860,False,3
489140,False,3
490110,True,3
490280,False,3
491040,True,3
491540,True,3
492180,False,3
494430,True,3
497700,True,3
497780,False,3
498310,True,3
498500,True,3
499660,True,3
500260,False,3
501300,True,3
504370,True,3
504920,True,3
505060,False,3
505460,True,3
509570,False,3
510490,False,3
510540,True,3
512790,True,3
514310,True,3
515260,False,3
516750,False,3
518030,True,3
518150,False,3
518670,False,3
519080,True,3
520440,True,3
521880,False,3
523600,True,3
